shipment_id,ship_date,delivery_date,carrier,mode,origin_city,origin_state,destination_city,destination_state,distance_miles,promised_days,actual_days,delayed_flag,shipping_cost,customer_segment
SHP000201,2025-04-28,2025-05-05,FedEx Freight,FTL,ILCity3,IL,PACity2,PA,885,7,7,0,1399.05,Healthcare
SHP000202,2025-03-12,2025-03-18,FedEx Freight,Ground,ILCity3,IL,GACity3,GA,2467,6,6,0,2961.53,Consumer
SHP000203,2025-09-23,2025-09-28,Old Dominion,Ground,AZCity1,AZ,TXCity2,TX,1234,4,5,1,2337.79,Industrial
SHP000204,2025-05-08,2025-05-12,XPO,FTL,ILCity3,IL,NJCity1,NJ,230,3,4,1,232.88,Healthcare
SHP000205,2025-09-22,2025-09-24,XPO,LTL,PACity3,PA,OHCity1,OH,1541,2,2,0,2664.34,Healthcare
SHP000206,2025-08-17,2025-08-22,UPS Supply Chain,Ground,CACity1,CA,OHCity1,OH,2252,6,5,0,4156.86,Manufacturing
SHP000207,2025-03-27,2025-03-30,FedEx Freight,Ground,NCCity1,NC,ILCity3,IL,1105,2,3,1,1681.77,Manufacturing
SHP000208,2025-11-03,2025-11-13,Old Dominion,Ground,NJCity2,NJ,TXCity1,TX,2221,7,10,1,2465.04,Manufacturing
SHP000209,2025-03-05,2025-03-13,XPO,Ground,TXCity1,TX,NJCity1,NJ,2479,5,8,1,3596.98,Industrial
SHP000210,2025-10-31,2025-11-03,Old Dominion,LTL,ILCity1,IL,PACity1,PA,683,3,3,0,1140.21,Industrial
SHP000211,2025-11-05,2025-11-10,FedEx Freight,Intermodal,AZCity2,AZ,NCCity2,NC,1700,6,5,0,3504.79,Manufacturing
SHP000212,2025-10-16,2025-10-22,DHL Supply Chain,Air,FLCity3,FL,AZCity2,AZ,2378,4,6,1,2067.95,Manufacturing
SHP000213,2025-07-06,2025-07-08,UPS Supply Chain,FTL,AZCity3,AZ,TXCity1,TX,363,2,2,0,443.46,Manufacturing
SHP000214,2025-07-23,2025-07-27,AIT Logistics Partner,FTL,ILCity2,IL,AZCity3,AZ,244,5,4,0,206.1,Consumer
SHP000215,2025-01-19,2025-01-25,FedEx Freight,LTL,NJCity1,NJ,PACity1,PA,1106,6,6,0,1059.78,Healthcare
SHP000216,2025-06-27,2025-07-04,DHL Supply Chain,Intermodal,CACity1,CA,NJCity2,NJ,573,7,7,0,503.35,Consumer
SHP000217,2025-08-14,2025-08-16,DHL Supply Chain,Intermodal,PACity2,PA,ILCity1,IL,1282,2,2,0,2551.52,Retail
SHP000218,2025-08-21,2025-08-27,AIT Logistics Partner,Intermodal,PACity2,PA,NJCity3,NJ,1663,6,6,0,1765.36,Healthcare
SHP000219,2025-08-29,2025-09-01,UPS Supply Chain,FTL,NCCity3,NC,OHCity2,OH,1072,4,3,0,1322.6,Consumer
SHP000220,2025-06-30,2025-07-03,Old Dominion,Intermodal,AZCity2,AZ,TXCity1,TX,1406,3,3,0,2142.25,Healthcare
SHP000221,2025-03-23,2025-03-25,DHL Supply Chain,LTL,TXCity2,TX,TXCity2,TX,1882,1,2,1,3114.77,Retail
SHP000222,2025-12-13,2025-12-20,XPO,Air,PACity3,PA,GACity1,GA,1787,7,7,0,2212.52,Consumer
SHP000223,2025-09-23,2025-09-28,AIT Logistics Partner,Air,NCCity2,NC,NJCity1,NJ,1180,2,5,1,2148.1,Retail
SHP000224,2025-10-27,2025-11-01,DHL Supply Chain,Air,AZCity2,AZ,PACity2,PA,1708,2,5,1,3504.07,Consumer
SHP000225,2025-07-14,2025-07-22,XPO,Intermodal,NCCity2,NC,CACity3,CA,1259,5,8,1,2190.63,Consumer
SHP000226,2025-11-28,2025-12-01,XPO,Air,NCCity3,NC,AZCity2,AZ,2126,4,3,0,2752.91,Manufacturing
SHP000227,2025-07-13,2025-07-19,XPO,Intermodal,AZCity3,AZ,NCCity1,NC,440,6,6,0,821.98,Healthcare
SHP000228,2025-01-06,2025-01-07,Old Dominion,Intermodal,GACity3,GA,AZCity2,AZ,1130,2,1,0,1733.89,Consumer
SHP000229,2025-09-22,2025-09-30,FedEx Freight,FTL,NCCity3,NC,AZCity2,AZ,1675,6,8,1,2350.9,Industrial
SHP000230,2025-09-26,2025-09-29,Old Dominion,FTL,TXCity3,TX,CACity1,CA,1757,3,3,0,2260.8,Manufacturing
SHP000231,2025-07-25,2025-07-31,FedEx Freight,Air,AZCity2,AZ,OHCity2,OH,2251,5,6,1,3985.19,Healthcare
SHP000232,2025-09-20,2025-09-23,DHL Supply Chain,LTL,CACity3,CA,NJCity1,NJ,1287,3,3,0,2183.85,Consumer
SHP000233,2025-04-17,2025-04-23,AIT Logistics Partner,FTL,NJCity3,NJ,PACity1,PA,1768,6,6,0,1833.65,Healthcare
SHP000234,2025-12-21,2025-12-25,AIT Logistics Partner,FTL,NCCity1,NC,TXCity2,TX,91,5,4,0,109.09,Industrial
SHP000235,2025-01-08,2025-01-14,DHL Supply Chain,FTL,CACity2,CA,NCCity3,NC,885,7,6,0,909.56,Consumer
SHP000236,2025-10-22,2025-10-27,UPS Supply Chain,FTL,PACity3,PA,ILCity1,IL,2544,3,5,1,2437.03,Retail
SHP000237,2025-03-29,2025-04-05,FedEx Freight,Ground,CACity3,CA,CACity3,CA,2590,4,7,1,3521.9,Healthcare
SHP000238,2025-07-01,2025-07-05,FedEx Freight,FTL,ILCity1,IL,GACity2,GA,214,4,4,0,245.37,Manufacturing
SHP000239,2025-07-17,2025-07-18,DHL Supply Chain,Ground,OHCity2,OH,NCCity1,NC,981,2,1,0,1920.51,Consumer
SHP000240,2025-04-25,2025-04-26,XPO,Ground,GACity2,GA,GACity2,GA,2484,1,1,0,4747.25,Industrial
SHP000241,2025-09-11,2025-09-13,DHL Supply Chain,Air,NCCity2,NC,NJCity2,NJ,1676,2,2,0,2811.29,Industrial
SHP000242,2025-05-05,2025-05-07,UPS Supply Chain,Ground,OHCity2,OH,TXCity2,TX,776,2,2,0,982.35,Consumer
SHP000243,2025-06-21,2025-06-29,FedEx Freight,Ground,FLCity2,FL,CACity2,CA,1455,6,8,1,1926.65,Consumer
SHP000244,2025-04-08,2025-04-14,FedEx Freight,Intermodal,GACity3,GA,AZCity1,AZ,1490,5,6,1,1651.41,Healthcare
SHP000245,2025-12-28,2025-12-31,UPS Supply Chain,FTL,ILCity2,IL,GACity2,GA,884,3,3,0,1017.1,Manufacturing
SHP000246,2025-06-30,2025-07-05,DHL Supply Chain,Air,ILCity2,IL,FLCity2,FL,1623,3,5,1,2626.25,Consumer
SHP000247,2025-08-20,2025-08-23,DHL Supply Chain,Intermodal,GACity3,GA,GACity1,GA,2521,2,3,1,4965.12,Industrial
SHP000248,2025-04-19,2025-04-22,XPO,LTL,NCCity1,NC,PACity3,PA,2181,3,3,0,2004.14,Consumer
SHP000249,2025-01-08,2025-01-13,UPS Supply Chain,Intermodal,ILCity1,IL,NJCity3,NJ,805,5,5,0,1456.23,Retail
SHP000250,2025-07-05,2025-07-12,XPO,Ground,CACity1,CA,PACity2,PA,869,6,7,1,769.66,Manufacturing
SHP000251,2025-07-02,2025-07-10,UPS Supply Chain,Ground,AZCity2,AZ,NJCity3,NJ,621,5,8,1,1253.03,Healthcare
SHP000252,2025-12-04,2025-12-14,Old Dominion,Intermodal,AZCity3,AZ,TXCity1,TX,1097,7,10,1,2303.61,Manufacturing
SHP000253,2025-05-19,2025-05-25,DHL Supply Chain,Air,NJCity2,NJ,CACity1,CA,245,6,6,0,324.88,Healthcare
SHP000254,2025-01-21,2025-01-28,UPS Supply Chain,FTL,ILCity2,IL,AZCity3,AZ,815,6,7,1,1250.14,Consumer
SHP000255,2025-12-10,2025-12-18,AIT Logistics Partner,Intermodal,NJCity1,NJ,AZCity3,AZ,83,7,8,1,78.47,Consumer
SHP000256,2025-12-15,2025-12-16,XPO,Ground,TXCity2,TX,GACity3,GA,1384,2,1,0,1485.28,Industrial
SHP000257,2025-05-24,2025-05-30,Old Dominion,LTL,NCCity2,NC,GACity3,GA,1509,6,6,0,3063.68,Consumer
SHP000258,2025-01-28,2025-02-04,UPS Supply Chain,LTL,OHCity1,OH,PACity1,PA,1834,7,7,0,3072.06,Consumer
SHP000259,2025-10-07,2025-10-10,FedEx Freight,Air,NJCity2,NJ,ILCity2,IL,2307,3,3,0,2626.2,Industrial
SHP000260,2025-11-22,2025-11-26,Old Dominion,LTL,CACity1,CA,GACity3,GA,639,4,4,0,1081.25,Manufacturing
SHP000261,2025-12-21,2025-12-26,UPS Supply Chain,Air,TXCity3,TX,PACity3,PA,1519,5,5,0,2593.64,Manufacturing
SHP000262,2025-10-08,2025-10-13,Old Dominion,LTL,FLCity1,FL,CACity1,CA,714,5,5,0,1126.9,Healthcare
SHP000263,2025-09-07,2025-09-09,XPO,Air,TXCity1,TX,FLCity3,FL,327,3,2,0,642.41,Healthcare
SHP000264,2025-03-24,2025-03-31,XPO,Air,OHCity3,OH,CACity1,CA,1999,4,7,1,3078.34,Retail
SHP000265,2025-09-06,2025-09-09,AIT Logistics Partner,LTL,TXCity2,TX,OHCity2,OH,2388,2,3,1,2731.3,Manufacturing
SHP000266,2025-01-05,2025-01-09,AIT Logistics Partner,Intermodal,PACity3,PA,FLCity1,FL,1251,4,4,0,2021.7,Retail
SHP000267,2025-01-13,2025-01-18,AIT Logistics Partner,FTL,ILCity3,IL,TXCity1,TX,1293,5,5,0,1652.78,Retail
SHP000268,2025-06-17,2025-06-22,XPO,Air,NJCity3,NJ,NCCity2,NC,1539,5,5,0,1871.74,Healthcare
SHP000269,2025-01-22,2025-01-26,Old Dominion,LTL,GACity2,GA,TXCity3,TX,287,2,4,1,582.15,Manufacturing
SHP000270,2025-10-25,2025-11-01,UPS Supply Chain,Air,NJCity2,NJ,NCCity3,NC,661,7,7,0,1119.98,Industrial
SHP000271,2025-08-14,2025-08-19,FedEx Freight,Ground,CACity3,CA,TXCity3,TX,974,5,5,0,1694.6,Industrial
SHP000272,2025-02-06,2025-02-12,XPO,Ground,ILCity2,IL,NJCity1,NJ,2187,7,6,0,3770.41,Manufacturing
SHP000273,2025-06-01,2025-06-06,DHL Supply Chain,Air,ILCity2,IL,AZCity1,AZ,2387,2,5,1,4005.0,Consumer
SHP000274,2025-08-24,2025-08-29,DHL Supply Chain,Ground,FLCity1,FL,PACity3,PA,1723,5,5,0,3532.78,Healthcare
SHP000275,2025-10-17,2025-10-25,AIT Logistics Partner,Air,NCCity2,NC,NJCity2,NJ,1589,6,8,1,2264.25,Consumer
SHP000276,2025-04-24,2025-05-04,DHL Supply Chain,Intermodal,TXCity3,TX,GACity3,GA,429,7,10,1,425.14,Industrial
SHP000277,2025-05-04,2025-05-13,UPS Supply Chain,Air,FLCity1,FL,PACity3,PA,1703,6,9,1,1940.41,Retail
SHP000278,2025-11-29,2025-12-01,AIT Logistics Partner,LTL,GACity1,GA,NJCity3,NJ,2254,2,2,0,3767.13,Industrial
SHP000279,2025-10-21,2025-10-28,DHL Supply Chain,Ground,GACity2,GA,PACity3,PA,2182,7,7,0,4324.79,Retail
SHP000280,2025-09-15,2025-09-21,AIT Logistics Partner,LTL,OHCity3,OH,ILCity1,IL,2190,6,6,0,2042.66,Manufacturing
SHP000281,2025-02-17,2025-02-21,FedEx Freight,Intermodal,NCCity1,NC,OHCity1,OH,315,3,4,1,417.58,Consumer
SHP000282,2025-06-03,2025-06-05,FedEx Freight,FTL,GACity1,GA,OHCity3,OH,1824,2,2,0,3613.52,Retail
SHP000283,2025-07-07,2025-07-15,FedEx Freight,Air,FLCity2,FL,ILCity3,IL,127,7,8,1,237.91,Consumer
SHP000284,2025-01-23,2025-01-30,XPO,FTL,FLCity1,FL,OHCity1,OH,488,6,7,1,616.08,Manufacturing
SHP000285,2025-04-09,2025-04-19,DHL Supply Chain,LTL,NJCity1,NJ,FLCity1,FL,167,7,10,1,315.57,Industrial
SHP000286,2025-05-13,2025-05-15,AIT Logistics Partner,LTL,CACity1,CA,CACity3,CA,2350,2,2,0,4724.51,Healthcare
SHP000287,2025-08-16,2025-08-17,Old Dominion,FTL,PACity2,PA,NJCity1,NJ,1482,2,1,0,3101.57,Retail
SHP000288,2025-11-14,2025-11-23,AIT Logistics Partner,LTL,CACity2,CA,ILCity1,IL,2028,7,9,1,4173.19,Consumer
SHP000289,2025-07-04,2025-07-08,DHL Supply Chain,FTL,PACity1,PA,CACity1,CA,1354,4,4,0,2656.79,Manufacturing
SHP000290,2025-06-19,2025-06-28,XPO,Ground,FLCity2,FL,OHCity3,OH,1668,6,9,1,3367.08,Industrial
SHP000291,2025-01-11,2025-01-17,UPS Supply Chain,Air,FLCity2,FL,GACity2,GA,2573,3,6,1,2210.2,Healthcare
SHP000292,2025-05-15,2025-05-19,FedEx Freight,Air,CACity2,CA,PACity3,PA,219,4,4,0,435.72,Consumer
SHP000293,2025-05-25,2025-05-28,XPO,Intermodal,CACity3,CA,FLCity3,FL,375,3,3,0,448.2,Manufacturing
SHP000294,2025-07-27,2025-07-30,Old Dominion,FTL,FLCity2,FL,PACity1,PA,1461,4,3,0,2444.66,Manufacturing
SHP000295,2025-03-11,2025-03-13,Old Dominion,FTL,FLCity2,FL,ILCity1,IL,1936,3,2,0,2568.06,Consumer
SHP000296,2025-06-04,2025-06-12,DHL Supply Chain,Intermodal,CACity1,CA,ILCity1,IL,1112,7,8,1,1940.05,Consumer
SHP000297,2025-04-02,2025-04-07,AIT Logistics Partner,LTL,CACity3,CA,NCCity1,NC,1996,4,5,1,2523.08,Industrial
SHP000298,2025-05-22,2025-05-25,UPS Supply Chain,Ground,FLCity1,FL,ILCity1,IL,754,4,3,0,1217.25,Industrial
SHP000299,2025-11-05,2025-11-09,FedEx Freight,Air,OHCity3,OH,GACity1,GA,885,4,4,0,986.12,Retail
SHP000300,2025-06-24,2025-07-01,DHL Supply Chain,Ground,CACity3,CA,NCCity2,NC,100,7,7,0,104.46,Retail
SHP000301,2025-06-17,2025-06-23,AIT Logistics Partner,Intermodal,GACity1,GA,FLCity1,FL,2071,7,6,0,2748.04,Industrial
SHP000302,2025-11-17,2025-11-24,Old Dominion,Intermodal,TXCity2,TX,CACity1,CA,2104,6,7,1,4385.1,Retail
SHP000303,2025-12-01,2025-12-04,AIT Logistics Partner,Intermodal,FLCity1,FL,NCCity1,NC,1780,4,3,0,2844.72,Retail
SHP000304,2025-03-15,2025-03-21,Old Dominion,Intermodal,ILCity3,IL,GACity3,GA,1545,6,6,0,2870.95,Consumer
SHP000305,2025-12-03,2025-12-10,XPO,LTL,PACity1,PA,ILCity3,IL,1022,6,7,1,1802.2,Healthcare
SHP000306,2025-10-14,2025-10-19,XPO,Air,PACity2,PA,OHCity1,OH,2223,4,5,1,3308.99,Consumer
SHP000307,2025-12-02,2025-12-06,FedEx Freight,Ground,OHCity3,OH,CACity1,CA,1014,4,4,0,1339.59,Retail
SHP000308,2025-09-14,2025-09-17,XPO,Air,TXCity1,TX,PACity3,PA,1141,3,3,0,2306.73,Manufacturing
SHP000309,2025-06-29,2025-07-06,Old Dominion,Air,PACity3,PA,TXCity2,TX,1888,7,7,0,3921.43,Industrial
SHP000310,2025-06-15,2025-06-17,AIT Logistics Partner,LTL,OHCity3,OH,GACity2,GA,143,2,2,0,126.57,Retail
SHP000311,2025-07-12,2025-07-19,FedEx Freight,Intermodal,GACity3,GA,NCCity2,NC,997,5,7,1,837.4,Manufacturing
SHP000312,2025-04-15,2025-04-21,Old Dominion,Air,GACity3,GA,FLCity1,FL,1221,4,6,1,1450.55,Industrial
SHP000313,2025-06-03,2025-06-07,UPS Supply Chain,Air,NJCity2,NJ,ILCity3,IL,1437,4,4,0,1156.95,Consumer
SHP000314,2025-04-19,2025-04-24,AIT Logistics Partner,Intermodal,NCCity1,NC,OHCity2,OH,939,6,5,0,1790.44,Manufacturing
SHP000315,2025-06-02,2025-06-08,FedEx Freight,Air,AZCity2,AZ,ILCity1,IL,536,7,6,0,534.66,Consumer
SHP000316,2025-03-28,2025-04-04,AIT Logistics Partner,LTL,FLCity2,FL,CACity1,CA,449,5,7,1,600.97,Consumer
SHP000317,2025-11-18,2025-11-19,UPS Supply Chain,FTL,GACity2,GA,GACity3,GA,632,1,1,0,920.33,Retail
SHP000318,2025-06-12,2025-06-13,UPS Supply Chain,FTL,TXCity2,TX,TXCity1,TX,573,1,1,0,1171.39,Manufacturing
SHP000319,2025-03-17,2025-03-24,Old Dominion,Ground,GACity2,GA,PACity1,PA,2250,7,7,0,2834.2,Manufacturing
SHP000320,2025-12-27,2025-12-29,FedEx Freight,Air,CACity3,CA,NJCity1,NJ,1163,3,2,0,1337.11,Industrial
SHP000321,2025-05-17,2025-05-20,DHL Supply Chain,Intermodal,PACity3,PA,FLCity2,FL,249,2,3,1,410.61,Industrial
SHP000322,2025-08-05,2025-08-11,Old Dominion,LTL,NJCity2,NJ,AZCity1,AZ,1648,4,6,1,3402.82,Retail
SHP000323,2025-09-14,2025-09-20,AIT Logistics Partner,Ground,GACity1,GA,NCCity3,NC,1066,4,6,1,1996.86,Retail
SHP000324,2025-12-22,2025-12-29,XPO,LTL,TXCity3,TX,AZCity1,AZ,1892,6,7,1,2863.79,Industrial
SHP000325,2025-06-25,2025-07-03,AIT Logistics Partner,LTL,OHCity2,OH,PACity3,PA,1040,6,8,1,1947.39,Retail
SHP000326,2025-05-17,2025-05-24,DHL Supply Chain,Air,AZCity3,AZ,PACity2,PA,374,6,7,1,604.97,Healthcare
SHP000327,2025-09-25,2025-10-04,UPS Supply Chain,Ground,OHCity3,OH,FLCity2,FL,2417,6,9,1,2628.71,Consumer
SHP000328,2025-03-28,2025-04-01,AIT Logistics Partner,LTL,GACity1,GA,PACity3,PA,785,4,4,0,783.58,Retail
SHP000329,2025-07-05,2025-07-10,XPO,LTL,FLCity1,FL,AZCity2,AZ,1759,5,5,0,1759.0,Healthcare
SHP000330,2025-06-04,2025-06-08,Old Dominion,Ground,PACity2,PA,PACity3,PA,1206,4,4,0,1584.94,Industrial
SHP000331,2025-03-18,2025-03-20,AIT Logistics Partner,Air,ILCity3,IL,PACity2,PA,1582,2,2,0,2270.82,Consumer
SHP000332,2025-05-10,2025-05-12,FedEx Freight,FTL,FLCity1,FL,AZCity2,AZ,83,2,2,0,127.96,Consumer
SHP000333,2025-05-11,2025-05-15,AIT Logistics Partner,LTL,NJCity1,NJ,FLCity1,FL,1874,3,4,1,1721.69,Manufacturing
SHP000334,2025-11-13,2025-11-16,FedEx Freight,Intermodal,AZCity2,AZ,NJCity2,NJ,1892,4,3,0,2437.74,Consumer
SHP000335,2025-05-03,2025-05-08,AIT Logistics Partner,FTL,NJCity2,NJ,FLCity1,FL,864,5,5,0,1789.34,Manufacturing
SHP000336,2025-02-10,2025-02-17,Old Dominion,Ground,FLCity1,FL,CACity3,CA,1690,5,7,1,2507.22,Consumer
SHP000337,2025-12-25,2025-12-31,FedEx Freight,LTL,OHCity2,OH,OHCity2,OH,2019,4,6,1,2077.75,Manufacturing
SHP000338,2025-12-10,2025-12-13,AIT Logistics Partner,Intermodal,PACity3,PA,TXCity2,TX,1725,3,3,0,2594.68,Industrial
SHP000339,2025-02-16,2025-02-19,FedEx Freight,LTL,OHCity1,OH,CACity1,CA,2418,3,3,0,4504.07,Consumer
SHP000340,2025-12-15,2025-12-19,DHL Supply Chain,LTL,OHCity3,OH,TXCity1,TX,2057,3,4,1,3953.34,Industrial
SHP000341,2025-06-14,2025-06-18,UPS Supply Chain,FTL,TXCity2,TX,ILCity3,IL,2202,4,4,0,4573.33,Healthcare
SHP000342,2025-07-16,2025-07-21,Old Dominion,Ground,CACity2,CA,FLCity2,FL,2356,4,5,1,3093.94,Manufacturing
SHP000343,2025-10-04,2025-10-08,UPS Supply Chain,FTL,AZCity3,AZ,AZCity2,AZ,907,3,4,1,880.95,Industrial
SHP000344,2025-03-14,2025-03-19,AIT Logistics Partner,FTL,OHCity3,OH,NCCity1,NC,900,4,5,1,1254.02,Healthcare
SHP000345,2025-02-04,2025-02-10,Old Dominion,Intermodal,TXCity1,TX,PACity3,PA,224,5,6,1,258.86,Manufacturing
SHP000346,2025-08-21,2025-08-28,FedEx Freight,Air,NCCity2,NC,NCCity3,NC,915,4,7,1,1776.45,Retail
SHP000347,2025-02-06,2025-02-15,AIT Logistics Partner,FTL,TXCity3,TX,ILCity1,IL,817,6,9,1,668.67,Industrial
SHP000348,2025-04-19,2025-04-25,AIT Logistics Partner,Air,GACity3,GA,NJCity1,NJ,677,6,6,0,1225.92,Industrial
SHP000349,2025-02-16,2025-02-20,XPO,LTL,CACity3,CA,GACity2,GA,996,2,4,1,1649.92,Manufacturing
SHP000350,2025-01-22,2025-01-28,DHL Supply Chain,Intermodal,TXCity3,TX,ILCity3,IL,1282,3,6,1,2289.16,Manufacturing
SHP000351,2025-06-16,2025-06-18,FedEx Freight,Intermodal,NJCity2,NJ,NJCity1,NJ,1025,2,2,0,1341.68,Healthcare
SHP000352,2025-12-22,2025-12-24,UPS Supply Chain,LTL,GACity2,GA,PACity3,PA,1982,2,2,0,1969.31,Industrial
SHP000353,2025-06-30,2025-07-02,XPO,LTL,CACity2,CA,TXCity1,TX,2227,2,2,0,3305.39,Industrial
SHP000354,2025-09-06,2025-09-11,FedEx Freight,Air,CACity1,CA,GACity2,GA,2528,4,5,1,3941.36,Healthcare
SHP000355,2025-06-03,2025-06-05,UPS Supply Chain,Intermodal,GACity1,GA,NCCity1,NC,85,2,2,0,106.04,Healthcare
SHP000356,2025-09-04,2025-09-08,XPO,Ground,FLCity3,FL,OHCity3,OH,1571,3,4,1,1622.08,Industrial
SHP000357,2025-02-27,2025-03-04,FedEx Freight,FTL,CACity3,CA,PACity1,PA,1969,3,5,1,1667.09,Industrial
SHP000358,2025-10-23,2025-10-27,AIT Logistics Partner,Air,ILCity2,IL,AZCity1,AZ,1614,4,4,0,2817.9,Retail
SHP000359,2025-11-27,2025-12-03,FedEx Freight,Air,FLCity1,FL,TXCity1,TX,690,5,6,1,786.37,Industrial
SHP000360,2025-10-05,2025-10-08,DHL Supply Chain,FTL,NJCity1,NJ,PACity3,PA,1996,2,3,1,2235.04,Healthcare
SHP000361,2025-05-26,2025-05-31,AIT Logistics Partner,FTL,FLCity3,FL,GACity1,GA,600,5,5,0,1188.55,Retail
SHP000362,2025-01-28,2025-02-02,UPS Supply Chain,Air,TXCity2,TX,CACity1,CA,1019,5,5,0,930.5,Industrial
SHP000363,2025-09-23,2025-09-26,FedEx Freight,FTL,AZCity1,AZ,NCCity1,NC,2413,2,3,1,4723.82,Manufacturing
SHP000364,2025-12-30,2026-01-01,FedEx Freight,Ground,NCCity1,NC,PACity3,PA,379,2,2,0,598.41,Manufacturing
SHP000365,2025-02-13,2025-02-18,Old Dominion,LTL,NJCity1,NJ,FLCity1,FL,124,5,5,0,150.38,Manufacturing
SHP000366,2025-12-14,2025-12-17,UPS Supply Chain,Air,ILCity1,IL,PACity3,PA,1490,3,3,0,2683.83,Healthcare
SHP000367,2025-09-03,2025-09-08,FedEx Freight,FTL,CACity3,CA,TXCity1,TX,2232,2,5,1,4046.7,Manufacturing
SHP000368,2025-07-30,2025-08-02,Old Dominion,LTL,TXCity1,TX,FLCity2,FL,2467,2,3,1,2493.88,Healthcare
SHP000369,2025-12-15,2025-12-21,AIT Logistics Partner,FTL,TXCity2,TX,OHCity3,OH,1863,6,6,0,2424.83,Consumer
SHP000370,2025-02-04,2025-02-08,Old Dominion,FTL,PACity1,PA,CACity2,CA,1063,4,4,0,1124.03,Consumer
SHP000371,2025-12-06,2025-12-12,FedEx Freight,Air,TXCity3,TX,AZCity3,AZ,1632,5,6,1,2167.48,Healthcare
SHP000372,2025-06-06,2025-06-09,FedEx Freight,LTL,NCCity2,NC,AZCity2,AZ,2083,2,3,1,3301.51,Consumer
SHP000373,2025-03-16,2025-03-20,Old Dominion,FTL,NJCity1,NJ,OHCity2,OH,420,4,4,0,529.13,Healthcare
SHP000374,2025-04-06,2025-04-16,UPS Supply Chain,Ground,CACity1,CA,NJCity3,NJ,1748,7,10,1,2900.46,Retail
SHP000375,2025-07-19,2025-07-24,UPS Supply Chain,Intermodal,AZCity3,AZ,ILCity2,IL,698,4,5,1,887.22,Healthcare
SHP000376,2025-09-17,2025-09-23,FedEx Freight,Ground,OHCity1,OH,FLCity1,FL,744,6,6,0,973.31,Manufacturing
SHP000377,2025-12-03,2025-12-08,AIT Logistics Partner,FTL,OHCity3,OH,NCCity2,NC,493,4,5,1,1025.38,Manufacturing
SHP000378,2025-02-08,2025-02-15,XPO,Intermodal,NJCity2,NJ,AZCity3,AZ,1899,6,7,1,2176.72,Industrial
SHP000379,2025-12-02,2025-12-10,FedEx Freight,Ground,PACity3,PA,TXCity1,TX,1569,5,8,1,2665.82,Consumer
SHP000380,2025-06-09,2025-06-15,FedEx Freight,Intermodal,AZCity2,AZ,OHCity1,OH,2566,6,6,0,4554.04,Retail
SHP000381,2025-04-07,2025-04-12,DHL Supply Chain,Intermodal,NJCity3,NJ,ILCity1,IL,1686,6,5,0,1729.26,Healthcare
SHP000382,2025-08-04,2025-08-12,AIT Logistics Partner,LTL,PACity2,PA,TXCity3,TX,425,6,8,1,784.71,Healthcare
SHP000383,2025-03-24,2025-04-02,XPO,Air,NJCity1,NJ,FLCity3,FL,277,6,9,1,507.4,Retail
SHP000384,2025-09-24,2025-09-28,Old Dominion,Intermodal,ILCity3,IL,NJCity1,NJ,299,3,4,1,467.47,Healthcare
SHP000385,2025-04-12,2025-04-19,AIT Logistics Partner,Intermodal,NJCity2,NJ,OHCity2,OH,1875,6,7,1,2482.5,Healthcare
SHP000386,2025-05-17,2025-05-19,Old Dominion,Air,AZCity2,AZ,OHCity1,OH,1924,2,2,0,2792.94,Manufacturing
SHP000387,2025-08-29,2025-09-07,XPO,LTL,NJCity3,NJ,PACity2,PA,393,7,9,1,455.1,Retail
SHP000388,2025-01-07,2025-01-10,XPO,Intermodal,NJCity1,NJ,OHCity1,OH,1528,2,3,1,2418.5,Consumer
SHP000389,2025-12-14,2025-12-19,UPS Supply Chain,Ground,CACity2,CA,NCCity2,NC,1337,5,5,0,1357.99,Healthcare
SHP000390,2025-09-13,2025-09-17,UPS Supply Chain,FTL,AZCity3,AZ,AZCity3,AZ,840,3,4,1,1449.68,Industrial
SHP000391,2025-04-20,2025-04-24,FedEx Freight,FTL,NJCity3,NJ,ILCity1,IL,1772,4,4,0,1571.46,Consumer
SHP000392,2025-04-20,2025-04-23,UPS Supply Chain,FTL,AZCity1,AZ,AZCity2,AZ,699,3,3,0,761.1,Retail
SHP000393,2025-03-09,2025-03-18,AIT Logistics Partner,Ground,AZCity3,AZ,NJCity3,NJ,2588,7,9,1,5085.79,Consumer
SHP000394,2025-04-20,2025-04-24,DHL Supply Chain,Ground,NJCity2,NJ,NCCity1,NC,464,3,4,1,588.2,Consumer
SHP000395,2025-06-16,2025-06-17,UPS Supply Chain,LTL,CACity2,CA,CACity3,CA,1954,2,1,0,3161.6,Retail
SHP000396,2025-10-12,2025-10-17,Old Dominion,Ground,OHCity2,OH,NCCity1,NC,242,6,5,0,362.81,Healthcare
SHP000397,2025-09-29,2025-10-01,UPS Supply Chain,Intermodal,FLCity3,FL,FLCity3,FL,2359,2,2,0,4320.53,Retail
SHP000398,2025-01-15,2025-01-22,AIT Logistics Partner,Intermodal,GACity3,GA,ILCity1,IL,1816,6,7,1,2336.7,Consumer
SHP000399,2025-07-19,2025-07-27,FedEx Freight,Intermodal,CACity3,CA,AZCity2,AZ,1006,6,8,1,1676.73,Healthcare
SHP000400,2025-10-22,2025-10-27,AIT Logistics Partner,FTL,CACity2,CA,OHCity1,OH,1939,3,5,1,3994.22,Healthcare
