shipment_id,ship_date,delivery_date,carrier,mode,origin_state,destination_state,distance_miles,promised_days,actual_days,delayed_flag,shipping_cost
SHP00288,2025-10-21,2025-10-24,UPS,FTL,CA,IL,1814,2,3,1,1244.17
SHP00289,2025-07-14,2025-07-15,Old Dominion,FTL,NJ,TX,1489,2,1,0,379.09
SHP00290,2025-07-10,2025-07-15,UPS,FTL,TX,CA,453,6,5,0,234.46
SHP00291,2025-12-18,2025-12-23,Old Dominion,LTL,GA,CA,149,5,5,0,1628.32
SHP00292,2025-10-02,2025-10-08,Old Dominion,Ground,GA,GA,751,6,6,0,1477.14
SHP00293,2025-10-16,2025-10-22,Old Dominion,FTL,IL,TX,125,4,6,1,886.34
SHP00294,2025-08-11,2025-08-16,FedEx,Air,TX,CA,1603,4,5,1,1268.66
SHP00295,2025-04-07,2025-04-10,FedEx,FTL,NJ,GA,1564,4,3,0,523.78
SHP00296,2025-11-23,2025-11-24,DHL,Air,CA,GA,1239,2,1,0,1019.33
SHP00297,2025-08-31,2025-09-09,DHL,LTL,CA,NJ,1074,7,9,1,393.68
SHP00298,2025-04-30,2025-05-01,DHL,LTL,NJ,GA,435,2,1,0,1866.73
SHP00299,2025-09-13,2025-09-17,Old Dominion,FTL,GA,CA,1347,3,4,1,1955.71
SHP00300,2025-06-24,2025-06-29,XPO,Ground,GA,GA,1192,6,5,0,988.69
SHP00301,2025-04-22,2025-04-24,UPS,LTL,NJ,NJ,536,3,2,0,725.79
SHP00302,2025-01-23,2025-01-27,FedEx,LTL,NJ,GA,751,5,4,0,578.18
SHP00303,2025-01-15,2025-01-19,DHL,FTL,TX,IL,924,3,4,1,620.63
SHP00304,2025-12-15,2025-12-18,DHL,FTL,IL,IL,187,4,3,0,1527.3
SHP00305,2025-03-15,2025-03-20,UPS,Air,TX,IL,1110,6,5,0,1904.69
SHP00306,2025-04-08,2025-04-14,UPS,LTL,CA,CA,1801,4,6,1,972.73
SHP00307,2025-12-14,2025-12-17,DHL,FTL,CA,TX,197,4,3,0,1257.09
SHP00308,2025-04-10,2025-04-18,XPO,Ground,CA,IL,252,6,8,1,1202.68
SHP00309,2025-04-29,2025-05-03,XPO,FTL,TX,NJ,1681,5,4,0,275.4
SHP00310,2025-04-16,2025-04-19,UPS,LTL,TX,GA,227,2,3,1,280.66
SHP00311,2025-11-24,2025-11-27,DHL,FTL,IL,NJ,348,3,3,0,754.37
SHP00312,2025-06-17,2025-06-19,Old Dominion,LTL,IL,CA,1299,3,2,0,668.1
SHP00313,2025-02-27,2025-03-06,UPS,LTL,GA,GA,1010,5,7,1,881.57
SHP00314,2025-04-27,2025-05-06,DHL,Ground,NJ,CA,178,7,9,1,1374.54
SHP00315,2025-07-09,2025-07-15,Old Dominion,Ground,TX,TX,574,6,6,0,253.18
SHP00316,2025-09-15,2025-09-24,Old Dominion,Ground,GA,IL,245,7,9,1,947.27
SHP00317,2025-05-14,2025-05-20,DHL,Air,CA,GA,1448,4,6,1,1258.7
SHP00318,2025-07-08,2025-07-12,Old Dominion,LTL,CA,IL,1974,2,4,1,1305.92
SHP00319,2025-03-06,2025-03-13,FedEx,FTL,TX,NJ,773,5,7,1,1261.33
SHP00320,2025-07-11,2025-07-14,FedEx,Air,GA,NJ,493,2,3,1,1318.18
SHP00321,2025-05-17,2025-05-23,DHL,LTL,IL,TX,1064,5,6,1,704.13
SHP00322,2025-05-19,2025-05-23,Old Dominion,LTL,GA,IL,1617,2,4,1,502.3
SHP00323,2025-05-29,2025-06-05,FedEx,FTL,CA,NJ,1677,7,7,0,551.95
SHP00324,2025-06-05,2025-06-14,FedEx,FTL,CA,CA,1262,7,9,1,1556.52
SHP00325,2025-10-31,2025-11-05,DHL,Air,IL,CA,598,4,5,1,818.98
SHP00326,2025-01-01,2025-01-07,UPS,LTL,IL,IL,727,4,6,1,1046.41
SHP00327,2025-01-28,2025-02-03,UPS,LTL,NJ,CA,1452,4,6,1,1178.75
SHP00328,2025-12-10,2025-12-13,DHL,Ground,GA,TX,1484,2,3,1,540.04
SHP00329,2025-01-23,2025-01-24,XPO,Ground,NJ,CA,1106,2,1,0,470.03
SHP00330,2025-06-14,2025-06-21,Old Dominion,Ground,CA,TX,126,7,7,0,1655.89
SHP00331,2025-04-26,2025-05-03,Old Dominion,Ground,NJ,CA,1243,7,7,0,555.31
SHP00332,2025-10-10,2025-10-15,UPS,FTL,CA,GA,886,6,5,0,1175.13
SHP00333,2025-03-20,2025-03-26,XPO,LTL,TX,NJ,1140,6,6,0,1142.4
SHP00334,2025-03-17,2025-03-24,Old Dominion,LTL,TX,NJ,1526,5,7,1,154.38
SHP00335,2025-06-06,2025-06-12,DHL,Ground,NJ,CA,398,6,6,0,1691.9
SHP00336,2025-10-25,2025-10-29,DHL,Ground,GA,GA,696,4,4,0,875.02
SHP00337,2025-02-12,2025-02-17,UPS,FTL,NJ,CA,1725,5,5,0,1066.24
SHP00338,2025-07-11,2025-07-18,UPS,Ground,NJ,GA,1675,5,7,1,1931.78
SHP00339,2025-05-19,2025-05-23,UPS,Air,IL,IL,682,5,4,0,1322.09
SHP00340,2025-03-21,2025-03-25,XPO,FTL,CA,NJ,854,3,4,1,1010.45
SHP00341,2025-09-23,2025-09-27,DHL,Air,TX,TX,102,5,4,0,728.92
SHP00342,2025-09-01,2025-09-07,Old Dominion,Ground,NJ,IL,864,7,6,0,1445.76
SHP00343,2025-03-15,2025-03-18,FedEx,Ground,TX,TX,1276,2,3,1,1093.43
SHP00344,2025-08-29,2025-09-03,UPS,LTL,GA,TX,1187,5,5,0,337.14
SHP00345,2025-01-08,2025-01-12,XPO,FTL,TX,CA,112,4,4,0,774.59
SHP00346,2025-09-25,2025-10-03,UPS,LTL,TX,CA,960,6,8,1,1594.93
SHP00347,2025-06-29,2025-07-01,UPS,FTL,IL,NJ,1084,3,2,0,665.56
SHP00348,2025-04-15,2025-04-22,Old Dominion,LTL,TX,GA,1255,7,7,0,955.36
SHP00349,2025-01-31,2025-02-03,Old Dominion,LTL,IL,NJ,1163,2,3,1,1252.43
SHP00350,2025-08-28,2025-09-03,Old Dominion,Ground,IL,IL,766,7,6,0,1937.55
SHP00351,2025-10-25,2025-10-29,DHL,FTL,IL,TX,656,2,4,1,1403.67
SHP00352,2025-06-19,2025-06-25,XPO,FTL,TX,GA,502,4,6,1,195.07
SHP00353,2025-07-26,2025-08-04,Old Dominion,FTL,CA,GA,1062,7,9,1,1510.61
SHP00354,2025-08-21,2025-08-27,UPS,FTL,IL,TX,1863,6,6,0,106.83
SHP00355,2025-10-10,2025-10-14,UPS,Air,IL,IL,129,3,4,1,453.19
SHP00356,2025-11-23,2025-11-25,UPS,Ground,GA,IL,863,3,2,0,884.57
SHP00357,2025-02-28,2025-03-04,FedEx,Ground,NJ,CA,600,2,4,1,1246.69
SHP00358,2025-06-01,2025-06-10,UPS,LTL,IL,GA,123,7,9,1,915.04
SHP00359,2025-12-22,2025-12-27,Old Dominion,LTL,TX,TX,1292,6,5,0,1070.77
SHP00360,2025-03-20,2025-03-25,FedEx,LTL,NJ,TX,809,3,5,1,747.44
SHP00361,2025-08-18,2025-08-22,DHL,FTL,GA,TX,214,4,4,0,330.26
SHP00362,2025-03-20,2025-03-23,FedEx,Ground,GA,IL,1665,4,3,0,456.07
SHP00363,2025-09-20,2025-09-27,FedEx,LTL,NJ,GA,1864,6,7,1,1262.71
SHP00364,2025-02-19,2025-02-28,DHL,Ground,IL,CA,1774,7,9,1,1739.03
SHP00365,2025-11-23,2025-12-02,UPS,Air,GA,NJ,189,7,9,1,792.15
SHP00366,2025-10-16,2025-10-21,Old Dominion,Ground,CA,GA,1711,3,5,1,854.5
SHP00367,2025-02-03,2025-02-09,DHL,LTL,CA,IL,269,7,6,0,1849.45
SHP00368,2025-07-11,2025-07-17,Old Dominion,FTL,NJ,IL,100,4,6,1,802.76
SHP00369,2025-11-15,2025-11-20,Old Dominion,LTL,GA,TX,1959,6,5,0,1023.44
SHP00370,2025-03-22,2025-03-27,XPO,LTL,GA,IL,1262,4,5,1,1335.03
SHP00371,2025-07-24,2025-07-29,DHL,Air,CA,CA,1039,5,5,0,666.21
SHP00372,2025-11-17,2025-11-21,UPS,Ground,IL,IL,494,4,4,0,1563.66
SHP00373,2025-11-13,2025-11-16,DHL,FTL,NJ,IL,1536,4,3,0,840.41
SHP00374,2025-08-11,2025-08-17,XPO,FTL,NJ,CA,594,7,6,0,1908.83
SHP00375,2025-11-20,2025-11-26,UPS,Air,IL,CA,506,6,6,0,1777.83
SHP00376,2025-11-24,2025-11-30,Old Dominion,Air,CA,GA,522,4,6,1,1436.31
SHP00377,2025-08-14,2025-08-18,DHL,Air,IL,IL,1664,4,4,0,671.87
SHP00378,2025-05-09,2025-05-17,XPO,LTL,NJ,GA,1144,6,8,1,1552.86
SHP00379,2025-08-20,2025-08-26,UPS,LTL,TX,TX,1354,4,6,1,1520.04
SHP00380,2025-09-20,2025-09-21,UPS,Ground,TX,GA,722,2,1,0,1749.22
SHP00381,2025-10-17,2025-10-19,DHL,LTL,IL,NJ,1691,3,2,0,1004.16
SHP00382,2025-06-28,2025-07-05,Old Dominion,Ground,CA,IL,422,7,7,0,1348.2
SHP00383,2025-02-06,2025-02-11,DHL,Ground,IL,CA,1114,6,5,0,1995.47
SHP00384,2025-08-11,2025-08-17,DHL,Ground,NJ,GA,1814,5,6,1,1026.44
SHP00385,2025-08-01,2025-08-06,FedEx,Ground,GA,CA,1859,3,5,1,917.79
SHP00386,2025-01-10,2025-01-17,XPO,FTL,CA,NJ,1214,5,7,1,899.01
SHP00387,2025-09-14,2025-09-17,UPS,Air,IL,IL,978,2,3,1,228.22
SHP00388,2025-12-03,2025-12-08,UPS,Air,IL,IL,1681,4,5,1,1373.8
SHP00389,2025-06-22,2025-06-24,XPO,FTL,NJ,CA,550,2,2,0,1575.92
SHP00390,2025-10-05,2025-10-09,DHL,Air,IL,TX,1110,5,4,0,1353.92
SHP00391,2025-08-23,2025-08-28,UPS,LTL,GA,TX,921,3,5,1,303.88
SHP00392,2025-09-10,2025-09-18,DHL,FTL,IL,IL,379,7,8,1,175.29
SHP00393,2025-02-22,2025-02-27,DHL,Air,TX,CA,1962,3,5,1,1944.32
SHP00394,2025-06-21,2025-06-26,FedEx,Ground,NJ,TX,1275,4,5,1,1976.4
SHP00395,2025-11-28,2025-12-02,FedEx,LTL,CA,NJ,1355,3,4,1,1058.39
SHP00396,2025-10-16,2025-10-24,FedEx,FTL,NJ,GA,574,6,8,1,281.09
SHP00397,2025-02-16,2025-02-23,DHL,Air,TX,IL,976,5,7,1,947.82
SHP00398,2025-05-30,2025-06-07,XPO,Air,CA,NJ,895,6,8,1,556.85
SHP00399,2025-11-10,2025-11-14,FedEx,FTL,TX,NJ,1519,3,4,1,949.07
SHP00400,2025-06-24,2025-06-26,Old Dominion,FTL,IL,NJ,1240,3,2,0,561.34
SHP00401,2025-07-27,2025-07-30,FedEx,Ground,GA,GA,1522,2,3,1,1141.45
SHP00402,2025-05-22,2025-05-31,Old Dominion,Ground,NJ,GA,1220,7,9,1,645.32
SHP00403,2025-12-21,2025-12-26,FedEx,Air,GA,TX,1007,3,5,1,970.54
SHP00404,2025-04-02,2025-04-07,FedEx,Air,CA,CA,871,3,5,1,786.2
SHP00405,2025-08-12,2025-08-19,UPS,LTL,TX,GA,699,6,7,1,795.98
SHP00406,2025-11-22,2025-11-27,Old Dominion,FTL,NJ,TX,505,4,5,1,1630.41
SHP00407,2025-04-08,2025-04-12,UPS,LTL,TX,GA,1049,4,4,0,1307.08
SHP00408,2025-07-06,2025-07-08,XPO,FTL,CA,GA,1493,2,2,0,1567.82
SHP00409,2025-06-12,2025-06-16,XPO,Air,IL,CA,336,4,4,0,207.64
SHP00410,2025-12-24,2025-12-27,XPO,Air,TX,NJ,456,2,3,1,1543.86
SHP00411,2025-10-12,2025-10-18,XPO,Ground,TX,GA,889,6,6,0,1516.93
SHP00412,2025-07-24,2025-07-25,UPS,LTL,IL,NJ,858,2,1,0,540.88
SHP00413,2025-09-21,2025-09-30,DHL,Ground,NJ,CA,150,7,9,1,1289.43
SHP00414,2025-07-11,2025-07-13,DHL,FTL,CA,GA,1006,2,2,0,1982.89
SHP00415,2025-01-14,2025-01-20,XPO,Air,GA,GA,443,7,6,0,667.7
SHP00416,2025-01-05,2025-01-08,UPS,FTL,GA,IL,741,4,3,0,1660.67
SHP00417,2025-10-07,2025-10-09,DHL,FTL,CA,GA,1677,3,2,0,1949.78
SHP00418,2025-06-01,2025-06-06,Old Dominion,LTL,NJ,TX,272,6,5,0,1998.54
SHP00419,2025-11-24,2025-11-28,Old Dominion,Ground,IL,IL,402,3,4,1,162.54
SHP00420,2025-07-16,2025-07-21,UPS,Air,IL,NJ,799,5,5,0,984.95
SHP00421,2025-04-06,2025-04-12,DHL,LTL,GA,CA,112,7,6,0,1405.66
SHP00422,2025-10-02,2025-10-09,FedEx,FTL,TX,TX,1829,5,7,1,1254.08
SHP00423,2025-03-09,2025-03-13,UPS,LTL,TX,NJ,1850,5,4,0,1194.45
SHP00424,2025-05-03,2025-05-12,XPO,FTL,GA,TX,1801,7,9,1,1340.38
SHP00425,2025-05-29,2025-06-03,FedEx,Ground,CA,GA,1046,6,5,0,340.57
SHP00426,2025-01-18,2025-01-20,DHL,Air,IL,IL,341,2,2,0,1730.64
SHP00427,2025-01-27,2025-02-01,FedEx,Ground,CA,NJ,1069,3,5,1,354.13
SHP00428,2025-02-10,2025-02-13,DHL,Air,TX,NJ,1017,2,3,1,1611.43
SHP00429,2025-05-19,2025-05-27,UPS,Air,CA,TX,1080,7,8,1,1852.14
SHP00430,2025-08-20,2025-08-25,DHL,Ground,TX,TX,1258,3,5,1,539.63
SHP00431,2025-12-28,2026-01-03,Old Dominion,Ground,CA,IL,1071,5,6,1,1413.67
SHP00432,2025-04-29,2025-05-01,XPO,Ground,GA,GA,1909,2,2,0,320.69
SHP00433,2025-03-07,2025-03-14,XPO,LTL,CA,GA,565,7,7,0,1629.92
SHP00434,2025-09-30,2025-10-04,Old Dominion,Ground,NJ,GA,1851,5,4,0,205.85
SHP00435,2025-09-05,2025-09-08,Old Dominion,Ground,GA,GA,1116,4,3,0,723.41
SHP00436,2025-04-27,2025-04-30,UPS,LTL,GA,CA,1509,4,3,0,1485.86
SHP00437,2025-02-27,2025-03-04,DHL,Air,TX,CA,1421,4,5,1,589.71
SHP00438,2025-08-31,2025-09-01,Old Dominion,FTL,NJ,NJ,287,2,1,0,1583.87
SHP00439,2025-02-22,2025-03-01,XPO,Ground,NJ,NJ,205,7,7,0,1811.63
SHP00440,2025-07-20,2025-07-27,FedEx,Ground,IL,IL,500,5,7,1,1825.1
SHP00441,2025-08-17,2025-08-21,XPO,Air,NJ,GA,1207,2,4,1,1017.67
SHP00442,2025-02-09,2025-02-17,XPO,FTL,GA,IL,301,7,8,1,919.9
SHP00443,2025-08-11,2025-08-16,FedEx,Air,NJ,NJ,424,3,5,1,1330.83
SHP00444,2025-04-03,2025-04-08,XPO,LTL,TX,TX,589,6,5,0,1029.82
SHP00445,2025-12-19,2025-12-25,FedEx,Ground,NJ,NJ,334,5,6,1,610.46
SHP00446,2025-08-29,2025-09-03,DHL,LTL,IL,GA,1214,3,5,1,1223.67
SHP00447,2025-08-29,2025-09-04,FedEx,Ground,IL,GA,113,5,6,1,794.52
SHP00448,2025-04-22,2025-04-26,Old Dominion,LTL,NJ,NJ,159,2,4,1,1956.66
SHP00449,2025-06-07,2025-06-14,DHL,LTL,IL,CA,1182,5,7,1,824.37
SHP00450,2025-03-18,2025-03-19,XPO,FTL,NJ,GA,483,2,1,0,1427.21
SHP00451,2025-01-27,2025-01-29,FedEx,Air,CA,CA,751,3,2,0,146.56
SHP00452,2025-08-20,2025-08-22,UPS,FTL,NJ,CA,490,2,2,0,1026.6
SHP00453,2025-02-25,2025-03-01,FedEx,Ground,TX,CA,156,2,4,1,114.51
SHP00454,2025-05-12,2025-05-20,XPO,Ground,GA,CA,676,6,8,1,143.67
SHP00455,2025-01-12,2025-01-19,XPO,FTL,TX,IL,1981,7,7,0,172.31
SHP00456,2025-04-01,2025-04-05,Old Dominion,LTL,GA,TX,1555,5,4,0,1707.66
SHP00457,2025-11-04,2025-11-10,UPS,LTL,TX,TX,473,7,6,0,578.89
SHP00458,2025-09-20,2025-09-24,DHL,Ground,NJ,IL,445,3,4,1,849.58
SHP00459,2025-09-08,2025-09-11,FedEx,LTL,CA,IL,685,3,3,0,1125.59
SHP00460,2025-04-26,2025-04-30,DHL,LTL,NJ,TX,639,2,4,1,1629.02
SHP00461,2025-08-18,2025-08-22,XPO,FTL,CA,IL,872,5,4,0,211.89
SHP00462,2025-08-07,2025-08-15,DHL,Air,NJ,TX,1613,7,8,1,409.35
SHP00463,2025-10-07,2025-10-15,DHL,FTL,IL,TX,1986,6,8,1,767.54
SHP00464,2025-12-22,2025-12-25,Old Dominion,LTL,GA,CA,144,3,3,0,1724.99
SHP00465,2025-09-11,2025-09-16,XPO,FTL,GA,NJ,1508,6,5,0,961.82
SHP00466,2025-03-03,2025-03-06,FedEx,Air,GA,GA,785,2,3,1,214.18
SHP00467,2025-10-09,2025-10-17,XPO,LTL,IL,NJ,800,7,8,1,920.21
SHP00468,2025-12-23,2025-12-29,XPO,Air,TX,CA,1237,4,6,1,487.03
SHP00469,2025-01-11,2025-01-13,XPO,Ground,NJ,TX,916,3,2,0,1075.25
SHP00470,2025-12-30,2026-01-04,FedEx,FTL,GA,IL,981,6,5,0,242.73
SHP00471,2025-03-04,2025-03-05,XPO,Ground,IL,TX,926,2,1,0,1577.55
SHP00472,2025-06-28,2025-07-01,Old Dominion,LTL,NJ,IL,417,3,3,0,1032.72
SHP00473,2025-07-01,2025-07-08,DHL,Air,CA,NJ,172,6,7,1,634.27
SHP00474,2025-10-27,2025-10-31,DHL,Air,TX,IL,1433,3,4,1,176.91
SHP00475,2025-02-07,2025-02-11,DHL,Air,CA,IL,1014,5,4,0,317.32
SHP00476,2025-02-13,2025-02-15,UPS,Air,CA,TX,1433,2,2,0,970.9
SHP00477,2025-03-19,2025-03-28,Old Dominion,FTL,NJ,NJ,1875,7,9,1,1439.95
SHP00478,2025-08-15,2025-08-20,Old Dominion,FTL,GA,IL,881,3,5,1,1976.69
SHP00479,2025-11-19,2025-11-23,XPO,LTL,GA,GA,1664,2,4,1,1737.66
SHP00480,2025-08-03,2025-08-07,Old Dominion,LTL,GA,CA,1502,3,4,1,236.21
SHP00481,2025-03-20,2025-03-23,FedEx,Ground,IL,GA,745,3,3,0,413.11
SHP00482,2025-01-20,2025-01-25,XPO,LTL,IL,IL,1647,4,5,1,1466.88
SHP00483,2025-07-23,2025-07-25,UPS,FTL,CA,CA,364,3,2,0,1969.35
SHP00484,2025-09-24,2025-09-27,DHL,Air,GA,IL,970,2,3,1,784.56
SHP00485,2025-03-04,2025-03-09,Old Dominion,Air,CA,NJ,1523,3,5,1,1804.96
SHP00486,2025-06-28,2025-07-02,FedEx,LTL,CA,GA,659,5,4,0,688.62
SHP00487,2025-01-12,2025-01-17,FedEx,LTL,TX,NJ,1601,4,5,1,1838.35
SHP00488,2025-10-05,2025-10-13,Old Dominion,LTL,IL,CA,396,7,8,1,563.04
SHP00489,2025-08-21,2025-08-27,Old Dominion,LTL,NJ,NJ,1271,6,6,0,1022.66
SHP00490,2025-04-06,2025-04-07,DHL,Air,NJ,NJ,1606,2,1,0,1469.55
SHP00491,2025-06-07,2025-06-15,FedEx,Air,GA,IL,1094,6,8,1,1136.7
SHP00492,2025-06-15,2025-06-19,FedEx,FTL,NJ,GA,1191,3,4,1,1056.9
SHP00493,2025-08-04,2025-08-10,XPO,Ground,GA,IL,1667,7,6,0,409.64
SHP00494,2025-01-27,2025-01-31,UPS,FTL,GA,GA,780,3,4,1,317.84
SHP00495,2025-08-24,2025-08-29,XPO,Ground,IL,IL,524,3,5,1,1344.51
SHP00496,2025-01-15,2025-01-22,FedEx,LTL,TX,TX,1209,6,7,1,1768.28
SHP00497,2025-09-16,2025-09-21,XPO,FTL,IL,TX,1543,5,5,0,818.42
SHP00498,2025-06-24,2025-07-02,UPS,LTL,TX,IL,513,6,8,1,1084.79
SHP00499,2025-04-26,2025-05-01,UPS,Ground,TX,GA,1029,6,5,0,787.39
SHP00500,2025-11-04,2025-11-12,FedEx,Ground,NJ,CA,1199,7,8,1,1903.89
SHP00501,2025-02-19,2025-02-24,FedEx,LTL,IL,CA,107,3,5,1,1284.63
SHP00502,2025-04-29,2025-05-05,FedEx,Ground,IL,NJ,297,7,6,0,160.85
SHP00503,2025-11-20,2025-11-24,DHL,Ground,TX,IL,652,5,4,0,1575.92
SHP00504,2025-04-05,2025-04-10,Old Dominion,FTL,NJ,CA,1009,3,5,1,874.78
SHP00505,2025-05-31,2025-06-04,FedEx,LTL,GA,GA,1549,4,4,0,1973.16
SHP00506,2025-05-20,2025-05-26,XPO,FTL,TX,NJ,1695,6,6,0,1719.57
SHP00507,2025-08-27,2025-08-31,FedEx,FTL,GA,NJ,823,4,4,0,1982.24
SHP00508,2025-03-05,2025-03-13,DHL,Air,GA,NJ,1346,7,8,1,480.21
SHP00509,2025-01-10,2025-01-19,FedEx,FTL,CA,CA,1030,7,9,1,435.77
SHP00510,2025-10-15,2025-10-20,XPO,FTL,TX,CA,329,4,5,1,1694.54
SHP00511,2025-05-07,2025-05-10,FedEx,Ground,TX,CA,1069,4,3,0,649.43
SHP00512,2025-12-12,2025-12-17,Old Dominion,Ground,CA,NJ,1222,5,5,0,540.99
SHP00513,2025-07-20,2025-07-25,DHL,FTL,CA,CA,1870,3,5,1,1368.19
SHP00514,2025-10-07,2025-10-16,DHL,Ground,NJ,IL,505,7,9,1,940.77
SHP00515,2025-12-07,2025-12-09,Old Dominion,FTL,IL,GA,1119,2,2,0,1059.7
SHP00516,2025-01-06,2025-01-11,UPS,Ground,TX,TX,667,4,5,1,1389.09
SHP00517,2025-02-15,2025-02-19,XPO,Ground,IL,NJ,953,2,4,1,1087.29
SHP00518,2025-01-01,2025-01-04,Old Dominion,Ground,NJ,TX,1509,4,3,0,1497.74
SHP00519,2025-02-08,2025-02-16,UPS,Ground,TX,NJ,1586,7,8,1,1899.65
SHP00520,2025-03-14,2025-03-17,XPO,LTL,CA,IL,823,2,3,1,513.51
SHP00521,2025-02-21,2025-03-01,FedEx,Ground,CA,CA,519,6,8,1,187.19
SHP00522,2025-07-24,2025-07-30,UPS,FTL,IL,CA,656,7,6,0,1455.45
SHP00523,2025-10-19,2025-10-26,UPS,FTL,IL,GA,1294,7,7,0,1631.28
SHP00524,2025-03-20,2025-03-23,Old Dominion,Ground,TX,CA,1927,3,3,0,1828.19
SHP00525,2025-06-06,2025-06-11,Old Dominion,Ground,NJ,IL,1072,5,5,0,1116.38
SHP00526,2025-05-17,2025-05-19,XPO,LTL,CA,NJ,1438,2,2,0,992.99
SHP00527,2025-03-24,2025-03-27,UPS,FTL,TX,IL,178,3,3,0,682.1
SHP00528,2025-02-07,2025-02-10,XPO,FTL,TX,GA,991,2,3,1,1577.03
SHP00529,2025-06-17,2025-06-21,UPS,LTL,CA,TX,1026,2,4,1,1099.18
SHP00530,2025-08-09,2025-08-18,Old Dominion,Ground,NJ,TX,823,7,9,1,601.82
SHP00531,2025-06-05,2025-06-07,Old Dominion,Air,IL,IL,919,3,2,0,1770.73
SHP00532,2025-06-20,2025-06-24,DHL,LTL,IL,TX,1019,5,4,0,1226.53
SHP00533,2025-09-24,2025-10-01,DHL,LTL,TX,NJ,330,5,7,1,1445.89
SHP00534,2025-10-19,2025-10-26,FedEx,Air,TX,GA,1474,6,7,1,1298.3
SHP00535,2025-03-28,2025-03-30,XPO,LTL,CA,TX,1186,2,2,0,841.52
SHP00536,2025-07-02,2025-07-05,Old Dominion,FTL,GA,TX,233,4,3,0,211.61
SHP00537,2025-04-13,2025-04-19,DHL,FTL,GA,IL,1044,5,6,1,1171.65
SHP00538,2025-12-14,2025-12-19,XPO,Air,IL,CA,784,5,5,0,443.64
SHP00539,2025-01-05,2025-01-11,XPO,Ground,IL,IL,263,7,6,0,357.95
SHP00540,2025-10-22,2025-10-26,UPS,FTL,NJ,IL,569,3,4,1,988.38
SHP00541,2025-08-14,2025-08-16,UPS,FTL,CA,IL,725,3,2,0,1336.68
SHP00542,2025-10-03,2025-10-10,FedEx,FTL,NJ,NJ,867,7,7,0,851.42
SHP00543,2025-03-13,2025-03-17,XPO,Ground,IL,IL,1759,3,4,1,1223.97
SHP00544,2025-03-01,2025-03-03,FedEx,LTL,IL,CA,427,2,2,0,1781.79
SHP00545,2025-09-29,2025-10-03,UPS,Air,NJ,TX,1183,2,4,1,573.24
SHP00546,2025-06-18,2025-06-25,DHL,Ground,TX,NJ,907,6,7,1,740.16
SHP00547,2025-04-30,2025-05-03,Old Dominion,Air,IL,CA,854,2,3,1,1893.35
SHP00548,2025-08-22,2025-08-24,UPS,Ground,TX,TX,1924,3,2,0,322.06
SHP00549,2025-08-21,2025-08-23,Old Dominion,LTL,CA,TX,142,2,2,0,394.9
SHP00550,2025-04-17,2025-04-21,Old Dominion,LTL,IL,NJ,255,2,4,1,1007.45
SHP00551,2025-02-05,2025-02-12,UPS,FTL,GA,CA,1356,7,7,0,609.06
SHP00552,2025-07-21,2025-07-28,FedEx,FTL,TX,CA,170,6,7,1,886.83
SHP00553,2025-11-21,2025-11-25,Old Dominion,LTL,TX,IL,1626,4,4,0,1891.32
SHP00554,2025-05-07,2025-05-11,Old Dominion,Air,TX,GA,1950,4,4,0,1949.47
SHP00555,2025-04-28,2025-05-05,DHL,FTL,CA,IL,1802,5,7,1,1748.9
SHP00556,2025-03-25,2025-03-26,UPS,FTL,IL,IL,1743,2,1,0,1041.84
SHP00557,2025-01-28,2025-01-31,XPO,Air,CA,IL,1891,4,3,0,174.03
SHP00558,2025-05-02,2025-05-08,UPS,LTL,GA,CA,796,7,6,0,611.2
SHP00559,2025-11-02,2025-11-08,DHL,Air,TX,CA,907,7,6,0,1160.41
SHP00560,2025-03-03,2025-03-04,FedEx,FTL,IL,GA,1102,2,1,0,436.03
SHP00561,2025-09-15,2025-09-21,DHL,LTL,IL,NJ,295,5,6,1,323.06
SHP00562,2025-01-26,2025-02-02,UPS,Air,NJ,IL,1862,7,7,0,1188.22
SHP00563,2025-01-13,2025-01-18,DHL,FTL,IL,IL,1247,3,5,1,222.58
SHP00564,2025-03-09,2025-03-17,DHL,Air,NJ,CA,459,6,8,1,409.51
SHP00565,2025-03-17,2025-03-22,FedEx,Ground,CA,IL,213,3,5,1,1856.6
SHP00566,2025-12-24,2026-01-02,UPS,LTL,CA,IL,1610,7,9,1,124.36
SHP00567,2025-09-29,2025-10-05,XPO,FTL,IL,NJ,710,6,6,0,1896.13
SHP00568,2025-06-06,2025-06-10,UPS,FTL,IL,NJ,503,5,4,0,1826.63
SHP00569,2025-02-25,2025-02-28,FedEx,Ground,IL,IL,643,2,3,1,802.94
SHP00570,2025-04-06,2025-04-10,XPO,Ground,NJ,CA,1480,3,4,1,800.09
SHP00571,2025-08-14,2025-08-21,DHL,Ground,GA,NJ,783,6,7,1,124.42
SHP00572,2025-05-17,2025-05-22,DHL,LTL,IL,CA,772,3,5,1,1139.91
SHP00573,2025-07-27,2025-08-04,Old Dominion,Air,NJ,GA,327,6,8,1,1108.15
SHP00574,2025-05-27,2025-06-01,FedEx,FTL,IL,NJ,966,6,5,0,1083.12
SHP00575,2025-01-13,2025-01-16,FedEx,Air,IL,CA,1867,2,3,1,1659.96
SHP00576,2025-06-08,2025-06-10,Old Dominion,LTL,IL,IL,929,2,2,0,1098.72
SHP00577,2025-12-21,2025-12-25,XPO,LTL,CA,TX,765,3,4,1,808.2
